LowRank_U	LowRank_V	p7	p8	Top1avgRec	Top1stdRec	Top2avgRec	Top2stdRec	Top3avgRec	Top3stdRec	Top4avgRec	Top4stdRec
 1024	    5	0	0.99	0.10498	0.032813	0.2849	0.045165	0.5304	0.033701	0.80155	0.02685
 1024	    5	0.33	0	0.24737	0.010886	0.50348	0.015635	0.71506	0.0055827	0.88654	0.005819
 1024	    5	0.33	0.33	0.23922	0.0063208	0.50607	0.0069878	0.71659	0.0046077	0.88631	0.0055018
 1024	    5	0.33	0.66	0.23595	0.015559	0.49088	0.011621	0.71239	0.0032716	0.88661	0.0058423
 1024	    5	0.33	0.99	0.24808	0.010751	0.50495	0.013027	0.7161	0.0065144	0.88654	0.005819
 1024	    5	0.66	0	0.2373	0.022125	0.48217	0.023667	0.7136	0.0097529	0.88598	0.0052523
 1024	    5	0.66	0.33	0.23454	0.017018	0.49719	0.013189	0.71608	0.0055022	0.88654	0.005819
 1024	    5	0.66	0.66	0.24033	0.0081697	0.49048	0.0074512	0.71545	0.0051763	0.88654	0.005819
 1024	    5	0.66	0.99	0.26228	0.0073734	0.49559	0.0069143	0.71512	0.0091631	0.8867	0.0057363
 1024	    5	0.99	0	0.2446	0.0069013	0.50253	0.011017	0.71615	0.0062397	0.88654	0.005819
 1024	    5	0.99	0.33	0.24445	0.010809	0.49939	0.012853	0.71645	0.0057595	0.88654	0.005819
 1024	    5	0.99	0.66	0.24643	0.013946	0.49574	0.010233	0.71549	0.0047044	0.88654	0.005819
 1024	    5	0.99	0.99	0.26144	0.016362	0.50616	0.01414	0.71648	0.0057234	0.88654	0.005819
OptRank_u	OptRank_v	Optp6	Optp7
 1024	    5	0.99	0.99
