Index	ZINCID	InChIKey	SMILES
182	ZINC00004778	NQDJXKOVJZTUJA-UHFFFAOYSA-N	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
183	ZINC00004779	PKWZWSXSCKVUJB-MRXNPFEDSA-O	CC(C)[NH2+]CC(COC1=CC=C(C=C1)CCNC(=O)NC(C)C)O
184	ZINC00004840	VHOGYURTWQBHIL-UHFFFAOYSA-N	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
185	ZINC00004855	BBAGZCDPLLMOKL-UHFFFAOYSA-O	[nH+]1ccc(cc1)NN1CCc2c1cccc2
186	ZINC00004888	TVHDOQRUZFTFEE-CRCLSJGQSA-O	O=C1[C@@H]2[NH2+]CC[C@H](N1O)C2
187	ZINC00004898	YBQRUOMICVULNM-UHFFFAOYSA-N	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)O)N
188	ZINC00004902	KWRMWQDKOGFMKP-UHFFFAOYSA-O	O=C(c1ccc(cc1)F)CC1CC[NH+](CC1)CC1CC1
189	ZINC00004949	UGJMXCAKCUNAIE-UHFFFAOYSA-N	C1CCC(CC1)(CC(=O)O)CN
190	ZINC00004982	HJORMJIFDVBMOB-LBPRGKRZSA-N	COc1ccc(cc1OC2CCCC2)[C@@H]3CNC(=O)C3
191	ZINC00005030	SVYQJDWKZFJOEJ-VIFPVBQESA-O	Clc1cncc(n1)[C@H]1C[NH+]2CCC1CC2
192	ZINC00005099	LHVRFUVVRXGZPV-UHFFFAOYSA-O	CC1=C(SC(=N1)N)CC[NH3+]
193	ZINC00005152	AYXYPKUFHZROOJ-ZETCQYMHSA-N	CC(C)CC(CC(=O)O)CN
194	ZINC00005155	XWNMORIHKRROGW-UHFFFAOYSA-N	C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CN3
195	ZINC00005191	OWYLAEYXIQKAOL-UHFFFAOYSA-O	COC1=CC(=C(C(=C1)OC)C(=O)CCC[NH+]2CCCC2)OC
196	ZINC00005258	PWTBZOIUWZOPFT-UHFFFAOYSA-O	Oc1ccc(cc1)CCNc1nc2nc(nn2c([nH+]1)N)c1ccco1
197	ZINC00005284	LVPMIMZXDYBCDF-UHFFFAOYSA-L	[O-]C(=O)c1ccc(cn1)C(=O)[O-]
198	ZINC00005359	SVYQJDWKZFJOEJ-SECBINFHSA-O	Clc1cncc(n1)[C@@H]1C[NH+]2CCC1CC2
199	ZINC00005389	SHZKQBHERIJWAO-AATRIKPKSA-M	C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)[O-]
200	ZINC00005423	BQSJTQLCZDPROO-UHFFFAOYSA-M	CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)[O-]
201	ZINC00005452	MKEGUJPBCIXABO-LBPRGKRZSA-O	COc1ccc2c(c1)c(c[nH]2)C[C@@H]1CCC[NH+]1C
202	ZINC00005467	JOZGNYDSEBIJDH-UHFFFAOYSA-N	C#Cc1c[nH]c(=O)[nH]c1=O
203	ZINC00005475	OJZZJTLBYXHUSJ-UHFFFAOYSA-N	CN1C=CC2=C1C=CC(=C2)NC(=O)NC3=CN=CC=C3
204	ZINC00005543	QDPMHXUWMPNTEQ-UHFFFAOYSA-N	C1=CSC=C1CC2=CNC3=C2NC(=NC3=O)N
205	ZINC00005554	DSEPKSLFXGYPIU-INIZCTEOSA-O	CCC[NH+]([C@H]1CCc2c(C1)c1c(C=O)c[nH]c1cc2)CCC
206	ZINC00005560	DKYWVDODHFEZIM-NSHDSACASA-M	[O-]C(=O)[C@H](c1cccc(c1)C(=O)c1ccccc1)C
207	ZINC00005569	IONAQTGMWFXHIX-UHFFFAOYSA-N	CC1=C(C2=C(C(=C1O)C)SC(=N2)NC)CC3=CN=CC=C3
208	ZINC00005608	YJYPHIXNFHFHND-UHFFFAOYSA-N	CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC
209	ZINC00005661	HQTNJPCZUQAYAB-UHFFFAOYSA-N	CC(c1nnc(s1)COc1ccc2c(c1)oc(=O)c(c2C)C)C
210	ZINC00005691	KHJNUJLYIHQWQI-UHFFFAOYSA-N	C1=CC=C(C=C1)S(=O)(=O)C2=C(NC3=C2C=C(C=C3)Cl)C(=O)N
211	ZINC00005723	ANUSGJXVCFPWMQ-UHFFFAOYSA-N	C1=CC=C(C=C1)CCNC(=S)NC2=NC=CS2
212	ZINC00005739	OVZWUDZIAAHNFG-HXUWFJFHSA-O	O=C(N([C@@H](c1ccccc1)C[NH+]1CCCC1)C)Cc1ccccc1
213	ZINC00005803	ABSZWEGHLDHOTJ-UHFFFAOYSA-N	CN(c1cccc2c1cccc2S(=O)(=O)[N-]c1onc(c1C)C)C
214	ZINC00005824	BFCRRLMMHNLSCP-UHFFFAOYSA-N	COC1=CC(=CC(=C1Br)OC)CC2=CN=C(N=C2N)N
215	ZINC00005833	GLXSBZGTGMPDKH-UHFFFAOYSA-N	C1CC(C1)C(=O)NCCC2=CC=CC3=CC=CC=C32
216	ZINC00005852	SEAXPFZOFZLHLQ-UHFFFAOYSA-N	C1=CC=C(C=C1)SC2=C(NC3=C2C=C(C=C3)Cl)C(=O)N
217	ZINC00005871	CFBUZOUXXHZCFB-UHFFFAOYSA-M	COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)[O-])C#N)OC3CCCC3
218	ZINC00005878	DFPAKSUCGFBDDF-UHFFFAOYSA-N	NC(=O)c1cccnc1
219	ZINC00005882	SSNUPBSCHCYXHG-UHFFFAOYSA-N	CCN1C(=O)C2=CC=CC=C2C(=N1)C3=CN=CC=C3
220	ZINC00005886	TWGRVIPCCGRSNM-UHFFFAOYSA-N	C1=CNC=C1CCC(=O)N
221	ZINC00005895	ULFRLSNUDGIQQP-UHFFFAOYSA-O	C[NH+](C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
222	ZINC00005898	MYKUKUCHPMASKF-SECBINFHSA-O	C1CC[C@@H]([NH2+]1)c1cccnc1
223	ZINC00005900	GGFQQRXTLIJXNY-WAYWQWQTSA-N	COc1ccc(cc1)/C=C\c1cc(OC)c(c(c1)OC)OC
224	ZINC00005903	AELMNLIYFALJIR-UHFFFAOYSA-N	C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4
225	ZINC00005910	RDXQSWLUXKUQSI-UHFFFAOYSA-M	Clc1ccc2c(c1)[nH]c(c(c2=O)c1ccccc1)[O-]
226	ZINC00005936	QEMSVZNTSXPFJA-HNAYVOBHSA-O	CC(C(C1=CC=C(C=C1)O)O)[NH+]2CCC(CC2)(C3=CC=CC=C3)O
227	ZINC00005947	IIURABUWDUCHOI-UHFFFAOYSA-N	O=C(c1ccc(c(c1)Cl)Cl)N1CCCC(=N1)c1ccccc1
228	ZINC00005986	MMSNEKOTSJRTRI-LLVKDONJSA-N	Fc1ccc(cc1)Cc1ccc(s1)C#C[C@H](N(C(=O)N)O)C
229	ZINC00005994	QJQORSLQNXDVGE-UHFFFAOYSA-N	CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21
230	ZINC00006016	PNVNVHUZROJLTJ-MRXNPFEDSA-O	C[NH+](C)C[C@H](C1=CC=C(C=C1)OC)C2(CCCCC2)O
231	ZINC00006097	RVFIAQAAZUEPPE-UHFFFAOYSA-O	COC1=CC(=C(C=C1C(=O)OCC[NH+]2CCCCC2)Cl)N
232	ZINC00006156	YFGHCGITMMYXAQ-LJQANCHMSA-N	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
233	ZINC00006157	WHWZLSFABNNENI-OAHLLOKOSA-O	C1C2C3=CC=CC=C3CC4=CC=CC=C4[N+]2=C(N1)N
234	ZINC00006164	SEYCKMQSPUVYEF-LURJTMIESA-N	CC1(COC(C[NH2+]1)CC(=O)[O-])C
235	ZINC00006165	XRSKAWJXBDACRF-UHFFFAOYSA-N	C1=CC(=CC(=C1)[N+](=O)[O-])C2=C3C(=CC(=C2)CC4=CC=NC=C4)C=CC=N3
236	ZINC00006170	UTLPKQYUXOEJIL-UHFFFAOYSA-N	C1=CC=C(C=C1)CCN2C3=C(C=N2)C4=NC(=NN4C(=N3)N)C5=CC=CO5
237	ZINC00006213	WFMVJXMPCFFSTK-UHFFFAOYSA-N	C1=CN=CC=C1C2=NN=C(C(=C2)C(=O)N)Cl
238	ZINC00006228	GBBJCSTXCAQSSJ-JVZYCSMKSA-N	CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F
239	ZINC00006299	WKRCOZSCENDENK-UHFFFAOYSA-N	C1=CC=C2C(=C1)N=C(S2)C3=CC=C(C=C3)N
240	ZINC00006302	RNMOMKCRCIRYCZ-UHFFFAOYSA-O	CCn1nnc(n1)C1=CCC[NH+](C1)C
241	ZINC00006310	MQJKPEGWNLWLTK-UHFFFAOYSA-N	C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
242	ZINC00006369	UJTBWNKRXRHIGU-OWOJBTEDSA-N	C1=CC2=C(C=C1F)NC=C2C=CC3=CC=NC=C3
243	ZINC00006427	AAOVKJBEBIDNHE-UHFFFAOYSA-N	CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13
244	ZINC00006481	FTALBRSUTCGOEG-UHFFFAOYSA-N	Nc1nc2ccc(OC(F)(F)F)cc2s1
245	ZINC00006486	NGOGFTYYXHNFQH-UHFFFAOYSA-O	C1C[NH2+]CCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
246	ZINC00006559	JCMGIFLIMIXLTP-UHFFFAOYSA-N	NC(=O)c1cccc2c1nc([nH]2)C
247	ZINC00006562	YRVIKLBSVVNSHF-JTQLQIEISA-O	Cc1ncccc1OC[C@@H]1CCC[NH2+]1
248	ZINC00006647	VCJNZEYWGDFOEC-UHFFFAOYSA-N	CCN(C)C(=O)OC1=NSN=C1C2=C(C=CC=C2Cl)Cl
249	ZINC00006651	ULWKNIVZSSFZOU-UHFFFAOYSA-M	C1=CC(=CC=C1CC(=S)C(=O)[O-])I
250	ZINC00006694	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
251	ZINC00006785	MHUUDVZSPFRUSK-RQZCQDPDSA-N	NC(=O)N/N=C/c1ccc(cc1)Oc1ccc(cc1)F
252	ZINC00006787	LUKBXSAWLPMMSZ-OWOJBTEDSA-N	Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1
253	ZINC00006788	LLBLNMUONVVVPG-UHFFFAOYSA-O	Clc1ccc(cc1)C1(O)CC[NH+](CC1)Cc1c[nH]c2c1cccc2
254	ZINC00006892	ZGOOPZVQMLHPFM-UHFFFAOYSA-N	C1C2=C(C3=CC=CC=C3S1)NC4=CC=CC=C24
255	ZINC00006923	CBQGYUDMJHNJBX-OALUTQOASA-O	CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1OCC[NH2+]C1
256	ZINC00006989	IYOZTVGMEWJPKR-VOMCLLRMSA-O	CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)[NH3+]
257	ZINC00007013	TVSNVPGPFGAKPT-ZYHUDNBSSA-O	Clc1ccc(cn1)C1=CCC[C@H]2[NH2+][C@@H]1CC2
258	ZINC00007031	YLXDSYKOBKBWJQ-GFCCVEGCSA-N	CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
259	ZINC00007037	NZFXNLXEQRQPJT-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=NC3=CC4=CC=CC=C4C=C3N=C2
260	ZINC00007042	WVZSEUPGUDIELE-HTAPYJJXSA-O	CC(C[NH+]1CCC(CC1)CC2=CC=CC=C2)C(C3=CC=C(C=C3)O)O
261	ZINC00007253	MUDRLQRJCGJJTB-UHFFFAOYSA-N	C1C2=NOC(=O)N2C3=C(O1)C=CC(=C3)Br
262	ZINC00007275	AGVNHDNTFYHZNL-QGZVFWFLSA-O	CC1CC[NH+](CC1)CC[C@H](N(S(=O)(=O)c1cccc(c1)C)C)C
263	ZINC00007280	QSAMWSFELUCKOA-WAYWQWQTSA-N	COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)N
264	ZINC00007301	MAOSUPNJVJGJEU-UHFFFAOYSA-N	Fc1ccc(cc1)c2nc[nH]c2c3ccncc3
265	ZINC00007335	IHBAVXVTGLANPI-QMMMGPOBSA-O	[NH3+][C@H](C(=O)N1CCCC1)C(C)C
266	ZINC00007343	AETHRPHBGJAIBT-UHFFFAOYSA-M	N#Cc1cc(ccc1OCC(C)(C)C)n1ncc(c1)C(=O)[O-]
267	ZINC00007360	MHNSOBBJZCWUGS-YOFSQIOKSA-O	Fc1ccc(cc1)C(c1ccc(cc1)F)OC1C[C@@H]2CC[C@H](C1)[NH+]2C
268	ZINC00007382	VKMFDKYCIKEDMR-UHFFFAOYSA-O	Cc1ccc(cc1)CC1(O)CC[NH+](CC1)CCOc1ccc(cc1)O
269	ZINC00007453	ADQZGIYHFQQPRB-UHFFFAOYSA-N	COC1=CC(=NC2=C1C(=C(N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)N
270	ZINC00007455	RZJQGNCSTQAWON-UHFFFAOYSA-N	CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
271	ZINC00007459	UOLJKAPABHXFRE-UHFFFAOYSA-O	CCC[NH+](C1Cc2c(C1)cc(c(c2)OC)OC)CCC
272	ZINC00007460	YCOYDOIWSSHVCK-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4
273	ZINC00007489	BMNCXCJXZKZJII-UHFFFAOYSA-N	COC1=CC2=C(C=C1)N(C=N2)C3=CC=CC=C3
274	ZINC00007601	NDAUXUAQIAJITI-LBPRGKRZSA-O	CC(C)(C)[NH2+]CC(C1=CC(=C(C=C1)O)CO)O
275	ZINC00007673	VPPJLAIAVCUEMN-GFCCVEGCSA-N	CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
276	ZINC00007724	QQGWEXFLMJGCAL-UHFFFAOYSA-N	CC1=CC=C(C=C1)SC2=C3C=C(SC3=CN=C2)C(=O)N
277	ZINC00007747	NRUBIXKLDJOQAI-UHFFFAOYSA-N	CCCC(=O)NC1=CC=C(C=C1)OC2=CC=CC=C2OC
278	ZINC00007778	XOKVHFNTYHPEHN-UHFFFAOYSA-M	CC1=CC(=C(C(=C1)OC2=C(C=C(C=C2C(=O)OC)O)OC)C(=O)O)[O-]
279	ZINC00007873	JRQGTFOVYZJVQO-UHFFFAOYSA-N	CCNC1=NC2=C(S1)C(=C(C(=C2C)CC3=CN=CC=C3)O)C
280	ZINC00007874	GVICCSAPBVEDOP-UHFFFAOYSA-N	CCNc1nc2c(s1)c(Cc1cccnc1)c(c(c2C)C)O
281	ZINC00007944	UBXGZTRRRHVEAJ-UHFFFAOYSA-O	C1CN(CC[NH2+]1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F
282	ZINC00007981	ZGLAVBMQKPBEQJ-UHFFFAOYSA-O	Clc1ccc(cc1)Oc1ccccc1C1=[NH+]CCN1
283	ZINC00008046	AFWKBSMFXWNGRE-ONEGZZNKSA-N	COc1cc(/C=C/C(=O)C)ccc1O
284	ZINC00008082	QNOXYUNHIGOWNY-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)N=CC(=N2)C3=CC=CC=C3)OC
285	ZINC00008089	PJMAXCRZQLWZFH-ZETCQYMHSA-O	CC1=NOC(=C1)C2CCC[NH2+]2
286	ZINC00008090	PJMAXCRZQLWZFH-SSDOTTSWSA-O	CC1=NOC(=C1)C2CCC[NH2+]2
287	ZINC00008107	XHWRWCSCBDLOLM-UHFFFAOYSA-N	CC1=C(C2=C(C=C1)NC(=NC2=O)N)SC3=CC=NC=C3
288	ZINC00008126	OUUOWZGDTCPVSV-MRXNPFEDSA-N	C1CO[C@]2(N1C(=O)C3=CC=CC=C32)C4=CC=CC=C4
289	ZINC00008252	SFZDYZZYPDGADB-UHFFFAOYSA-N	COC1=CC2=C(C=C1)NC=C2CCNC(=O)C(F)(F)F
290	ZINC00008253	HSOHROOUHRUSJR-UHFFFAOYSA-N	COC1=CC2=C(C=C1)NC=C2CCNC(=O)C3CC3
291	ZINC00008492	MCJGNVYPOGVAJF-UHFFFAOYSA-N	Oc1cccc2cccnc12
292	ZINC00008508	MNSNMTASPOHKEI-UHFFFAOYSA-N	CC1=NC=CN1CC2=CC=NC=C2
293	ZINC00008558	SSMIFVHARFVINF-UHFFFAOYSA-N	C1=CC2=C(C=CC3=C2C(=C1)C(=O)NC3=O)N
294	ZINC00008600	JJWJSIAJLBEMEN-CYBMUJFWSA-N	C1CC1C#C[C@@]2(C3=C(C=CC(=C3)Cl)NC(=O)N2)C(F)(F)F
295	ZINC00008667	SYTBZMRGLBWNTM-SNVBAGLBSA-M	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-]
296	ZINC00008732	GGPZCOONYBPZEW-UHFFFAOYSA-N	Clc1ccc(cc1)NC(=O)c1ccccc1NCc1ccncc1
297	ZINC00008741	CYVRFHRDWQAJGA-UHFFFAOYSA-N	COc1cc2nc(NC3CCC(CC3)O)cnc2cc1OC
298	ZINC00008750	MRFOLGFFTUGAEB-UHFFFAOYSA-M	O=C(c1cc(O)c(c(c1)[N+](=O)[O-])[O-])Cc1ccccc1
299	ZINC00008765	YWERKLDMXHCBDE-UHFFFAOYSA-O	CCOC(=O)C1=CN=C(C2=C(C=C(C=C12)OC)OC)C[NH3+]
300	ZINC00008767	KYSFUHHFTIGRJN-UHFFFAOYSA-N	CC1(CC1)NC1=NS(=O)(=O)c2c(N1)cc(s2)Cl
301	ZINC00008768	VQWGYPVNVICKFC-UHFFFAOYSA-O	C1CN2C(=CN=C2C3(CC[NH2+]CC3)C4=CC=CC=C41)C(=O)N
302	ZINC00008795	UONHLVCQYSKINY-SNVBAGLBSA-O	Clc1ccc2c(c1)N1CC[NH2+]C[C@H]1C2
303	ZINC00008815	HOQAVGZLYRYHSO-OAHLLOKOSA-N	N#Cc1ccc(cc1)c1ccc(cc1)[C@@H](CNS(=O)(=O)C(C)C)C
304	ZINC00008854	LKDFVWFXUKMAES-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=CC(=C2Cl)SC3=C(C=C(C=C3)N)Cl
305	ZINC00008926	SAOYLNAVCBAISK-LJQANCHMSA-N	CC1(CC2=C(C(C(=C(O2)N)C#N)C3=CC4=CC=CC=C4C=C3)C(=O)C1)C
306	ZINC00008960	UYJZZVDLGDDTCL-UHFFFAOYSA-O	C[NH+](C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
307	ZINC00008977	KZOBYFBUONCLFZ-UHFFFAOYSA-N	C1=CC=NC(=C1)C2=NOC(=N2)C3=CC=CC(=C3)C#N
308	ZINC00009064	ZCMFEWUYBFMLIN-UHFFFAOYSA-M	[O-]C(=O)c1cc2cc(O)c(cc2c(n1)C(=O)c1ccc(c(c1)O)O)O
309	ZINC00009073	VMWNQDUVQKEIOC-CYBMUJFWSA-O	C[NH+]1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)O)O
310	ZINC00009090	JZRMBDHPALEPDM-UHFFFAOYSA-O	Clc1cc(NC(=O)c2cccnc2)c2c(c1)c1cc[nH+]cc1[nH]2
311	ZINC00009096	WBYHTZYHAFNBKW-ZETCQYMHSA-O	Oc1ccc2c(c1)n(nc2)C[C@@H]([NH3+])C
312	ZINC00009200	FHJRKGXJBXPBGA-UHFFFAOYSA-N	CNc1ccc(cc1)c1nc2c(s1)cccc2
313	ZINC00009252	GDHNBPHYVRHYCC-PLNGDYQASA-N	COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC
314	ZINC00009295	MYKOWOGZBMOVBJ-UHFFFAOYSA-M	[O-]C(=O)c1ccc2c3c1cccc3c(=O)n1c2nc2c1cccc2
315	ZINC00009308	BAAILVWEAXFTSF-UHFFFAOYSA-N	Oc1ccc(cc1)c2oc3c(Br)cc(O)cc3n2
316	ZINC00009342	KYYIDSXMWOZKMP-OAHLLOKOSA-O	C[NH+](C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
317	ZINC00009344	BDCBRQYHYNUWAM-UHFFFAOYSA-N	c1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4
318	ZINC00009350	BPPGPYJBCVXILI-UHFFFAOYSA-O	Clc1ccc2c(c1)c(C1=CC[NH2+]CC1)c([nH]2)C
319	ZINC00009357	LCFKIGOGPZGTMF-UHFFFAOYSA-N	CCCC(=O)Nc1n[nH]c2c1cc(nc2)c1ccccc1
320	ZINC00009689	OELFLUMRDSZNSF-OFLPRAFFSA-M	CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)[O-]
321	ZINC00009708	CQXADFVORZEARL-UHFFFAOYSA-O	C1COC(=[NH+]1)NC(C1CC1)C1CC1
322	ZINC00009851	HOZUXBLMYUPGPZ-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)O)OC
323	ZINC00009880	PMPDDPJYARBNGV-UHFFFAOYSA-N	C1=CSC(=C1)C2=CC=C(S2)C3=CC=C(S3)C=O
324	ZINC00010037	JIXIGSQBNJKHBP-UHFFFAOYSA-N	CC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)C3CC4=CC=CC=C4C3
325	ZINC00010228	TYJCBFXVIVLSKL-UHFFFAOYSA-N	CC1=CC=CC=C1NC2=NC3=CC=CC=C3C(=N2)NC4=CC=CC=C4
326	ZINC00010251	NNDSASCFEHXSQG-UHFFFAOYSA-N	C1CN(C(=S)N1)CC2=CC(=CC=C2)F
327	ZINC00010402	ZGUGWUXLJSTTMA-UHFFFAOYSA-O	C[NH+](C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
328	ZINC00011012	OZWKMVRBQXNZKK-NSHDSACASA-M	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)[O-]
329	ZINC00011112	VYZPEWUEPPGXGA-UHFFFAOYSA-P	C[NH+]1CCN(CC1)c1cccc([nH+]1)C
330	ZINC00011622	VJDNUCLKCQKXMM-OAHLLOKOSA-N	C1CCN(C1)C(=O)C2CCCN2C(=O)OCC3=CC=CC=C3
331	ZINC00011665	HLRBSTGXOFUEHW-OAHLLOKOSA-O	CCC[NH+]1CCc2c3[C@H]1Cc1ccc(c(c1c3cc(c2)O)O)O
332	ZINC00011988	BISIFJGUTDFVFR-NSHDSACASA-O	C1CC(C2=[NH+]C3=CC=CC=C3C(=C2C1)N)O
333	ZINC00012342	HCZKYJDFEPMADG-TXEJJXNPSA-N	CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
334	ZINC00012346	JTEGQNOMFQHVDC-NKWVEPMBSA-N	C1C(OC(S1)CO)N2C=CC(=NC2=O)N
335	ZINC00012513	FRZBEYVOLNQETR-UHFFFAOYSA-N	Nc1ncnc2c1ncn2C1CCCCC1
336	ZINC00012514	KCGLTUBCAGZLHP-XYOKQWHBSA-N	N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)OCCc1cccs1
337	ZINC00012687	VNZLQLYBRIOLFZ-UHFFFAOYSA-O	COC1=CC=CC=C1N2CC[NH2+]CC2
338	ZINC00012808	NUIQGOIIFWLRQL-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=C(N=C(S2)C3=CN=CC=C3)O
339	ZINC00013246	YQUVCSBJEUQKSH-UHFFFAOYSA-M	C1=CC(=C(C=C1C(=O)O)O)[O-]
340	ZINC00013635	ZXUYYZPJUGQHLQ-KRWDZBQOSA-O	Fc1ccc(cc1)[C@H](CCC[NH+]1CCN(CC1)c1ncc(cn1)F)O
341	ZINC00013748	HPMRFMKYPGXPEP-SNVBAGLBSA-O	C1CNC(=[NH+]1)[C@H]1COc2c(O1)cccc2
342	ZINC00014006	TVZCRIROJQEVOT-LSDHHAIUSA-N	CC1(C(C(C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)O)C
343	ZINC00014007	METKIMKYRPQLGS-GFCCVEGCSA-O	CC(C)[NH2+]CC(COC1=CC=C(C=C1)CC(=O)N)O
344	ZINC00014036	CDRPUGZCRXZLFL-OWOJBTEDSA-N	C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O
345	ZINC00014037	GJJFMKBJSRMPLA-HIFRSBDPSA-O	CCN(CC)C(=O)[C@@]1(C[C@@H]1C[NH3+])C2=CC=CC=C2
346	ZINC00014092	RCYLUNPFECYGDW-WMZOPIPTSA-N	CCC(=O)NC1CC(C2=CC=CC=C2C1)C3=CC=CC=C3
347	ZINC00014360	KQKPFRSPSRPDEB-UHFFFAOYSA-O	CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CC[NH+](C)C
348	ZINC00014362	GIXQASIEVHMYQH-UHFFFAOYSA-N	C1=CC(=CC=C1N2C(=O)C=CC2=O)I
349	ZINC00014479	YTISFYMPVILQRL-UHFFFAOYSA-N	C1=CC(=CC=C1N)OC2=CC=C(C=C2)Cl
350	ZINC00014556	AFOFVIBWSLOHFR-GOOCMWNKSA-O	C[NH+]1[C@@H]2CC[C@H]1CC(C2)NC(=O)n1c(=O)n(c2c1cccc2)C(C)C
351	ZINC00014669	UYNVMODNBIQBMV-KKSFZXQISA-O	CC(C(C1=CC=C(C=C1)O)O)[NH+]2CCC(CC2)CC3=CC=CC=C3
352	ZINC00014864	BCEHBSKCWLPMDN-MGPLVRAMSA-N	CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
353	ZINC00015095	LIETVYHJBSLSSW-NSHDSACASA-N	Oc1cc2cc3[C@@H](O)CCC(=O)c3c(c2c(c1)C)O
354	ZINC00015250	YJRFSGBALGYJAS-UHFFFAOYSA-M	CCOc1ccc(cc1)NC(=O)c1ccc(nc1)C(=O)[O-]
355	ZINC00015333	USOXQZNJFMKTKJ-XVNBXDOJSA-N	C1=CC(=C(C=C1C=C(C#N)C(=O)N)O)O
356	ZINC00015335	HKHOVJYOELRGMV-XYOKQWHBSA-N	C1=CC=C(C=C1)NC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N
357	ZINC00015515	ULSDMUVEXKOYBU-ZDUSSCGKSA-O	C[NH+](C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
358	ZINC00015872	PWZDJIUQHUGFRJ-UHFFFAOYSA-O	C1CN(CC[NH2+]1)C2=CC=CC=C2Cl
359	ZINC00016154	PCOBBVZJEWWZFR-UHFFFAOYSA-N	CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
360	ZINC00016356	HAUXRJCZDHHADG-UHFFFAOYSA-M	[O-]c1ncc(c(=O)[nH]1)C#N
361	ZINC00016359	ZRYZBEQILKESAW-UHFFFAOYSA-N	C=CC1=CNC(=O)NC1=O
362	ZINC00016380	NNRSVGLUJAPMQD-UHFFFAOYSA-O	Clc1ccc(cc1Cl)NC(=[NH2+])N
363	ZINC00016616	KTEPQLOOQDLKHF-BQBZGAKWSA-O	C[C@H]1C[NH2+]C[C@@H]1c1c[nH]cn1
364	ZINC00016827	YLJREFDVOIBQDA-UHFFFAOYSA-O	C1CCC2=[NH+]C3=CC=CC=C3C(=C2C1)N
365	ZINC00016912	USFUFHFQWXDVMH-UHFFFAOYSA-N	CC1=NSC(=C1)NC(=O)NC2=CC3=C(C=C2)N(C=C3)C
