Index	DBID	InChIKey
104418	DB01428	DXGLGDHPHMLXJC-UHFFFAOYSA-N
386523	DB01429	NZLBHDRPUJLHCE-UHFFFAOYSA-N
386666	DB01430	OBDOVFRMEYHSQB-UHFFFAOYSA-N
386991	DB01431	ATXHVCQZZJYMCF-XUDSTZEESA-N
386810	DB01433	XBMIVRRWGCYBTQ-UHFFFAOYSA-N
114878	DB01435	VEQOALNAAJBPNY-UHFFFAOYSA-N
83664	DB01436	OFHCOWSQAMBJIW-AVJTYSNKSA-N
386380	DB01437	JMBQKKAJIKAWKF-UHFFFAOYSA-N
386811	DB01438	QPFYXYFORQJZEC-FOCLMDBBSA-N
386381	DB01440	SJZRECIVHVDYJC-UHFFFAOYSA-M
386992	DB01452	GVGLGOZIDCSQPN-PVHGPHFFSA-N
386667	DB01463	IKFBPFGUINLYQI-UHFFFAOYSA-N
386993	DB01466	OGDVEMNWJVYAJL-LEPYJNQMSA-N
348786	DB01511	CHIFCDOIPRCHCF-UHFFFAOYSA-N
68587	DB01544	PPTYJKAXVCCBDU-UHFFFAOYSA-N
386812	DB01551	RBOXVHNMENFORY-DNJOTXNNSA-N
386813	DB01558	VMIYHDSEFNYJSL-UHFFFAOYSA-N
386668	DB01559	CHBRHODLKOZEPZ-UHFFFAOYSA-N
386382	DB01567	ROYOYTLGDLIGBX-UHFFFAOYSA-N
32965	DB01576	KWTSXDURSIMDCE-QMMMGPOBSA-N
163299	DB01577	MYWUZJCMWCOHBA-VIFPVBQESA-N
386669	DB01579	MFOCDFTXLCYLKU-CMPLNLGQSA-N
207720	DB01580	CEMAWMOMDPGJMB-UHFFFAOYSA-N
137939	DB01581	QPPBRPIAZZHUNT-UHFFFAOYSA-N
345877	DB01582	ASWVTGNCAZCNNR-UHFFFAOYSA-N
386994	DB01583	LKYWLLWWYBVUPP-XOCLESOZSA-L
216891	DB01586	RUDATBOHQWOJDD-UZVSRGJWSA-N
386814	DB01587	PWAJCNITSBZRBL-UHFFFAOYSA-N
386670	DB01588	MWQCHHACWWAQLJ-UHFFFAOYSA-N
386671	DB01589	IKMPWMZBZSAONZ-UHFFFAOYSA-N
385384	DB01590	HKVAMNSJSFKALM-GKUWKFKPSA-N
153407	DB01591	FBOUYBDGKBSUES-VXKWHMMOSA-N
386672	DB01592	XEEYBQQBJWHFJM-UHFFFAOYSA-N
386383	DB01593	HCHKCACWOHOZIP-UHFFFAOYSA-N
386673	DB01594	XAXMYHMKTCNRRZ-UHFFFAOYSA-N
307654	DB01595	KJONHKAYOJNZEC-UHFFFAOYSA-N
231882	DB01597	DHSUYTOATWAVLW-WFVMDLQDSA-N
132106	DB01598	ZSKVGTPCRGIANV-ZXFLCMHBSA-N
224423	DB01599	FYPMFJGVHOHGLL-UHFFFAOYSA-N
386995	DB01600	GUHPRPJDBZHYCJ-UHFFFAOYSA-N
163367	DB01601	KJHKTHWMRKYKJE-SUGCFTRWSA-N
386815	DB01602	PFOLLRNADZZWEX-FFGRCDKISA-N
367846	DB01603	RJQXTJLFIWVMTO-TYNCELHUSA-N
386524	DB01604	ZEMIJUDPLILVNQ-ZXFNITATSA-N
386816	DB01605	NPGNOVNWUSPMDP-HLLBOEOZSA-N
236445	DB01606	LPQZKKCYTLCDGQ-WEDXCCLWSA-N
272688	DB01607	OHKOGUYZJXTSFX-KZFFXBSXSA-N
122006	DB01608	LUALIOATIOESLM-UHFFFAOYSA-N
232772	DB01609	BOFQWVMAQOTZIW-UHFFFAOYSA-N
386996	DB01610	WPVFJKSGQUFQAP-GKAPJAKFSA-N
7960	DB01611	XXSMGPRMXLTPCZ-UHFFFAOYSA-N
386674	DB01612	CSDTZUBPSYWZDX-UHFFFAOYSA-N
386997	DB01613	SNFOERUNNSHUGP-ZXZARUISSA-N
253605	DB01614	NOSIYYJFMPDDSA-UHFFFAOYSA-N
386998	DB01615	XLOQNFNTQIRSOX-UHFFFAOYSA-N
386999	DB01616	ZPFXAOWNKLFJDN-UHFFFAOYSA-N
386817	DB01618	KLPWJLBORRMFGK-UHFFFAOYSA-N
62650	DB01619	ISFHAYSTHMVOJR-UHFFFAOYSA-N
386675	DB01620	IJHNSHDBIRRJRN-UHFFFAOYSA-N
386525	DB01621	JOMHSQGEWSNUKU-UHFFFAOYSA-N
386526	DB01622	VZYCZNZBPPHOFY-UHFFFAOYSA-N
189861	DB01623	GFBKORZTTCHDGY-UWVJOHFNSA-N
386527	DB01624	WFPIAZLQTJBIFN-DVZOWYKESA-N
386818	DB01625	JTPUMZTWMWIVPA-UHFFFAOYSA-O
332164	DB01626	DPWPWRLQFGFJFI-UHFFFAOYSA-N
308007	DB01627	OJMMVQQUTAEWLP-KIDUDLJLSA-N
19908	DB01628	MNJVRJDLRVPLFE-UHFFFAOYSA-N
386819	DB01632	PQGCEDQWHSBAJP-TXICZTDVSA-N
386384	DB01638	FBPFZTCFMRRESA-JGWLITMVSA-N
327785	DB01656	MNDBXUUTURYVHR-UHFFFAOYSA-N
176465	DB01685	UBVZQGOVTLIHLH-UHFFFAOYSA-N
200122	DB01708	FMGSKLZLMKYGDP-USOAJAOKSA-N
386820	DB01718	RLGQACBPNDBWTB-UHFFFAOYSA-N
3226	DB01744	DSSYKIVIOFKYAU-XCBNKYQSSA-N
386862	DB01764	SUYRLXYYZQTJHF-VMBLUXKRSA-N
386528	DB01783	GHOKWGTUZJEAQD-UHFFFAOYSA-N
251573	DB01839	DNIAPMSPPWPWGF-UHFFFAOYSA-N
180852	DB01878	RWCCWEUUXYIKHB-UHFFFAOYSA-N
386278	DB01914	GZCGUPFRVQAUEE-SLPGGIOYSA-N
386821	DB01942	BDAGIHXWWSANSR-UHFFFAOYSA-N
196898	DB01956	XOAAWQZATWQOTB-UHFFFAOYSA-N
386593	DB01987	AYEKOFBPNLCAJY-UHFFFAOYSA-N
173477	DB02187	WKRLQDKEXYKHJB-HFTRVMKXSA-N
386822	DB02300	LWQQLNNNIPYSNX-UROSTWAQSA-N
386676	DB02325	KFZMGEQAYNKOFK-UHFFFAOYSA-N
162371	DB02362	ALYNCZNDIQEVRV-UHFFFAOYSA-N
368340	DB02513	MGSRCZKZVOBKFT-UHFFFAOYSA-N
261400	DB02530	BTCSSZJGUNDROE-UHFFFAOYSA-N
52457	DB02546	WAEXFXRVDQXREF-UHFFFAOYSA-N
386303	DB02638	BENFXAYNYRLAIU-QSVFAHTRSA-N
13991	DB02659	BHQCQFFYRZLCQQ-OELDTZBJSA-N
32668	DB02701	DFPAKSUCGFBDDF-UHFFFAOYSA-N
117730	DB02703	IECPWNUMDGFDKC-MZJAQBGESA-N
40600	DB02709	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
386529	DB02772	CZMRCDWAGMRECN-UGDNZRGBSA-N
34436	DB02789	ORNBQBCIOKFOEO-QGVNFLHTSA-N
386863	DB02959	LDCYZAJDBXYCGN-VIFPVBQESA-N
334871	DB03017	POULHZVOKOAJMA-UHFFFAOYSA-N
150900	DB03085	AEMRFAOFKBGASW-UHFFFAOYSA-N
386823	DB03088	ODHCTXKNWHHXJC-VKHMYHEASA-N
295679	DB03128	OIPILFWXSMYKGL-UHFFFAOYSA-N
386385	DB03147	VWWQXMAJTJZDQX-UYBVJOGSSA-N
159423	DB03166	QTBSBXVTEAMEQO-UHFFFAOYSA-N
319120	DB03193	QIQXTHQIDYTFRH-UHFFFAOYSA-N
85047	DB03247	FVTCRASFADXXNN-SCRDCRAPSA-N
298766	DB03255	ISWSIDIOOBJBQZ-UHFFFAOYSA-N
372528	DB03310	YPZRWBKMTBYPTK-BJDJZHNGSA-N
176474	DB03585	HFHZKZSRXITVMK-UHFFFAOYSA-N
386677	DB03614	JEWJRMKHSMTXPP-WZHZPDAFSA-L
386386	DB03615	NSKGQURZWSPSBC-VVPCINPTSA-N
386530	DB03619	KXGVEGMKQFWNSR-LLQZFEROSA-N
386864	DB03651	OXNIZHLAWKMVMX-UHFFFAOYSA-N
169804	DB03754	LENZDBCJOHFCAS-UHFFFAOYSA-N
362947	DB03756	MBMBGCFOFBJSGT-KUBAVDMBSA-N
74494	DB03793	WPYMKLBDIGXBTP-UHFFFAOYSA-N
358786	DB03796	IPCSVZSSVZVIGE-UHFFFAOYSA-N
386865	DB03843	WSFSSNUMVMOOMR-UHFFFAOYSA-N
386824	DB03904	XSQUKJJJFZCRTK-UHFFFAOYSA-N
342521	DB03929	MTCFGRXMJLQNBG-UWTATZPHSA-N
169015	DB04115	YBHILYKTIRIUTE-UHFFFAOYSA-N
48345	DB04160	XPPKVPWEQAFLFU-UHFFFAOYSA-N
386419	DB04173	RFSUNEUAIZKAJO-AZGQCCRYSA-N
386825	DB04209	PCSWXVJAIHCTMO-UHFFFAOYSA-P
386279	DB04221	JGFDZZLUDWMUQH-UHFFFAOYSA-N
300610	DB04224	ZQPPMHVWECSIRJ-MDZDMXLPSA-N
171120	DB04272	KRKNYBCHXYNGOX-UHFFFAOYSA-N
386569	DB04335	UGQMRVRMYYASKQ-KQYNXXCUSA-N
345600	DB04339	GBFLZEXEOZUWRN-VKHMYHEASA-N
109473	DB04398	JVTAAEKCZFNVCJ-UHFFFAOYSA-N
386570	DB04465	GUBGYTABKSRVRQ-QKKXKWKRSA-N
235792	DB04540	HVYWMOMLDIMFJA-DPAQBDIFSA-N
70485	DB04552	JZFPYUNJRRFVQU-UHFFFAOYSA-N
386716	DB04564	PHOQVHQSTUBQQK-SQOUGZDYSA-N
386447	DB04570	JWCSIUVGFCSJCK-CAVRMKNVSA-N
58974	DB04571	FMHHVULEAZTJMA-UHFFFAOYSA-N
386531	DB04572	FOCVUCIESVLUNU-UHFFFAOYSA-N
382260	DB04573	PROQIPRRNZUXQM-ZXXIGWHRSA-N
249821	DB04574	JKKFKPJIXZFSSB-CBZIJGRNSA-N
386571	DB04575	PWZUUYSISTUNDW-VAFBSOEGSA-N
85320	DB04576	XBJBPGROQZJDOJ-UHFFFAOYSA-N
386826	DB04657	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
386387	DB04711	FFINMCNLQNTKLU-UHFFFAOYSA-N
376273	DB04743	HYWYRSMBCFDLJT-UHFFFAOYSA-N
375444	DB04786	FIAFUQMPZJWCLV-UHFFFAOYSA-N
302343	DB04794	OCAPBUJLXMYKEJ-UHFFFAOYSA-N
325591	DB04815	QCDFBFJGMNKBDO-UHFFFAOYSA-N
383819	DB04816	QBPFLULOKWLNNW-UHFFFAOYSA-N
143801	DB04817	DJGAAPFSPWAYTJ-UHFFFAOYSA-M
76076	DB04824	KJFMBFZCATUALV-UHFFFAOYSA-N
55143	DB04835	GSNHKUDZZFZSJB-QYOOZWMWSA-N
387000	DB04837	WRCHFMBCVFFYEQ-UHFFFAOYSA-N
55439	DB04838	WZHCOOQXZCIUNC-UHFFFAOYSA-N
138508	DB04839	UWFYSQMTEOIJJG-FDTZYFLXSA-N
284258	DB04840	JWPGJSVJDAJRLW-UHFFFAOYSA-N
215872	DB04841	SMANXXCATUTDDT-QPJJXVBHSA-N
374788	DB04842	QOYHHIBFXOOADH-UHFFFAOYSA-N
386448	DB04843	GKNPSSNBBWDAGH-UHFFFAOYSA-N
386532	DB04844	MKJIEFSOBYUXJB-UHFFFAOYSA-N
386717	DB04845	FABUFPQFXZVHFB-PVYNADRNSA-N
386420	DB04846	JOATXPAWOHTVSZ-UHFFFAOYSA-N
157060	DB04854	BQSJTQLCZDPROO-UHFFFAOYSA-N
45905	DB04855	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
367506	DB04861	KOHIRBRYDXPAMZ-UHFFFAOYSA-N
386827	DB04864	ZRJBHWIHUMBLCN-YQEJDHNASA-N
31992	DB04865	HYFHYPWGAURHIV-JFIAXGOJSA-N
55084	DB04868	HHZIURLSWUIHRB-UHFFFAOYSA-N
386828	DB04871	XTTZERNUQAFMOF-QMMMGPOBSA-N
230022	DB04876	SYOKIDBDQMKNDQ-XWTIBIIYSA-N
386718	DB04877	VCMIRXRRQJNZJT-XRMSBCOFSA-N
332730	DB04878	FZNCGRZWXLXZSZ-CIQUZCHMSA-N
45308	DB04880	ZJKNESGOIKRXQY-UHFFFAOYSA-N
386829	DB04890	YWGDOWXRIALTES-UHFFFAOYSA-N
386572	DB04894	SWXOGPJRIDTIRL-DOUNNPEJSA-N
21994	DB04896	GJJFMKBJSRMPLA-HIFRSBDPSA-N
386280	DB04898	ZXIBCJHYVWYIKI-PZJWPPBQSA-N
386388	DB04908	PPRRDFIXUUSXRA-UHFFFAOYSA-N
386533	DB04911	VHFGEBVPHAGQPI-LXKZPTCJSA-N
19275	DB04918	VOAZJEPQLGBXGO-SDAWRPRTSA-N
115150	DB04920	KPBZROQVTHLCDU-UHFFFAOYSA-N
386678	DB04930	RLLPVAHGXHCWKJ-UHFFFAOYSA-N
143260	DB04931	UAHFGYDRQSXQEB-LEBBXHLNSA-N
386679	DB04938	LUMKNAVTFCDUIE-VHXPQNKSSA-N
326542	DB04942	MUTNCGKQJGXKEM-UHFFFAOYSA-N
75135	DB04946	XMXHEBAFVSFQEX-UHFFFAOYSA-N
386895	DB04948	KSMAGQUYOIHWFS-UHFFFAOYSA-N
178796	DB04951	ISWRGOKTTBVCFA-UHFFFAOYSA-N
386830	DB04953	PCOBBVZJEWWZFR-UHFFFAOYSA-N
190569	DB04967	FBQPGGIHOFZRGH-UHFFFAOYSA-N
386389	DB05013	VDJHFHXMUKFKET-WDUFCVPESA-N
284483	DB05015	NCNRHFGMJRPRSK-MDZDMXLPSA-N
387001	DB05016	OOUGLTULBSNHNF-UHFFFAOYSA-N
284774	DB05018	LXBIFEVIBLOUGU-DPYQTVNSSA-N
224913	DB05039	QZZUEBNBZAPZLX-QFIPXVFZSA-N
386831	DB05109	PKVRCIRHQMSYJX-AIFWHQITSA-N
290388	DB05154	ZLHZLMOSPGACSZ-NSHDSACASA-N
228817	DB05219	USZAGAREISWJDP-UHFFFAOYSA-N
141326	DB05239	BSMCAPRUBJMWDF-KRWDZBQOSA-N
386866	DB05246	AJXPJJZHWIXJCJ-UHFFFAOYSA-N
386594	DB05260	CHPZKNULDCNCBW-UHFFFAOYSA-N
386595	DB05265	IWCWQNVIUXZOMJ-MISYRCLQSA-N
332196	DB05266	ZJVFLBOZORBYFE-UHFFFAOYSA-N
386680	DB05271	KFQYTPMOWPVWEJ-INIZCTEOSA-N
381289	DB05294	UHTHHESEBZOYNR-UHFFFAOYSA-N
386719	DB05316	RKEWSXXUOLRFBX-UHFFFAOYSA-N
386832	DB05351	MJIHNNLFOKEZEW-RUZDIDTESA-N
237836	DB05381	NTYJJOPFIAHURM-UHFFFAOYSA-N
386681	DB05382	PNDPGZBMCMUPRI-UHFFFAOYSA-N
386867	DB05389	VOWOEBADKMXUBU-UHFFFAOYSA-J
154666	DB05521	BBAWEDCPNXPBQM-GDEBMMAJSA-N
267061	DB05541	MSYKRHVOOPPJKU-BDAKNGLRSA-N
386868	DB05630	YQDGWZZYGYKDLR-UZVLBLASSA-K
366635	DB05676	IMOZEMNVLZVGJZ-QGZVFWFLSA-N
300108	DB05812	GZOSMCIZMLWJML-VJLLXTKPSA-N
386833	DB05990	ZXERDUOLZKYMJM-ZWECCWDJSA-N
127652	DB06016	KPWSJANDNDDRMB-QAQDUYKDSA-N
293723	DB06144	GZKLJWGUPQBVJQ-UHFFFAOYSA-N
387002	DB06145	ACTOXUHEUCPTEW-KWBWCIJSSA-N
266289	DB06147	JNMRHUJNCSQMMB-UHFFFAOYSA-N
351696	DB06148	UEQUQVLFIPOEMF-UHFFFAOYSA-N
178309	DB06150	ZZORFUFYDOWNEF-UHFFFAOYSA-N
387003	DB06151	PWKSKIMOESPYIA-BYPYZUCNSA-N
386834	DB06152	PTGXAUBQBSGPKF-UHFFFAOYSA-N
46796	DB06155	JZCPYUJPEARBJL-UHFFFAOYSA-N
386682	DB06176	OHRURASPPZQGQM-QDBHDZETSA-N
386835	DB06196	QURWXBZNHXJZBE-MCDGZUPGSA-N
386390	DB06201	POGQSBRIGCQNEG-UHFFFAOYSA-N
285905	DB06202	GXESHMAMLJKROZ-IAPPQJPRSA-N
156281	DB06203	ZSBOMTDTBDDKMP-OAHLLOKOSA-N
387004	DB06204	KWTWDQCKEHXFFR-SMDDNHRTSA-N
114090	DB06207	PNCPYILNMDWPEY-QGZVFWFLSA-N
386836	DB06209	DTGLZDAWLRGWQN-UHFFFAOYSA-N
159979	DB06210	XDXWLKQMMKQXPV-QYQHSDTDSA-N
151025	DB06211	AVAACINZEOAHHE-VFZPANTDSA-N
386391	DB06212	GYHCTFXIZSNGJT-XMMPIXPASA-N
386683	DB06213	LZPZPHGJDAGEJZ-AKAIJSEGSA-N
386534	DB06216	GMDCDXMAFMEDAG-BTJKTKAUSA-N
386392	DB06217	VBHQKCBVWWUUKN-KZNAEPCWSA-N
114765	DB06218	VPPJLAIAVCUEMN-GFCCVEGCSA-N
210032	DB06228	KGFYHTZWPPHNLQ-AWEZNQCLSA-N
368859	DB06230	WJBLNOPPDWQMCH-MBPVOVBZSA-N
250362	DB06237	WEAJZXNPAWBCOA-INIZCTEOSA-N
386684	DB06243	VLCYCQAOQCDTCN-UHFFFAOYSA-N
87752	DB06249	MCGDSOGUHLTADD-UHFFFAOYSA-N
120666	DB06255	LWRDQHOZTAOILO-UHFFFAOYSA-N
386720	DB06262	QXWYKJLNLSIPIN-JGVFFNPUSA-N
386573	DB06263	VJZITPJGSQKZMX-XDPRQOKASA-N
92953	DB06264	FSKFPVLPFLJRQB-UHFFFAOYSA-N
386721	DB06267	IYFNEFQTYQPVOC-UHFFFAOYSA-N
267406	DB06268	PHWXUGHIIBDVKD-UHFFFAOYSA-N
281593	DB06274	UPNUIXSCZBYVBB-JVFUWBCBSA-N
386869	DB06282	ZKLPARSLTMPFCP-OAQYLSRUSA-N
55147	DB06287	CBPNZQVSJQDFBE-FUXHJELOSA-N
386574	DB06288	NTJOBXMMWNYJFB-UHFFFAOYSA-N
83521	DB06290	JTZZSQYMACOLNN-VDWJNHBNSA-N
283820	DB06292	JVHXJTBJCFBINQ-ADAARDCZSA-N
339971	DB06335	QGJUIPDUBHWZPV-SGTAVMJGSA-N
129978	DB06401	UCJGJABZCDBEDK-UHFFFAOYSA-N
63309	DB06403	OUJTZYPIHDYQMC-LJQANCHMSA-N
386421	DB06410	HKXBNHCUPKIYDM-CGMHZMFXSA-N
73521	DB06412	ICMWWNHDUZJFDW-DHODBPELSA-N
386281	DB06413	YFGHCGITMMYXAQ-LJQANCHMSA-N
41146	DB06414	PYGWGZALEOIKDF-UHFFFAOYSA-N
252202	DB06441	PAEBIVWUMLRPSK-IDTAVKCVSA-N
386535	DB06480	ZPMNHBXQOOVQJL-UHFFFAOYSA-N
17467	DB06589	CUIHSIWYWATEQL-UHFFFAOYSA-N
59256	DB06590	ZCCUWMICIWSJIX-NQJJCJBVSA-N
386422	DB06594	YJYPHIXNFHFHND-UHFFFAOYSA-N
92831	DB06595	BMGQWWVMWDBQGC-IIFHNQTCSA-N
375102	DB06603	FPOHNWQLNRZRFC-ZHACJKMWSA-N
386536	DB06605	QNZCBYKSOIHPEH-UHFFFAOYSA-N
273301	DB06614	XRQDFNLINLXZLB-CKIKVBCHSA-N
225037	DB06616	UBPYILGKFZZVDX-UHFFFAOYSA-N
386282	DB06623	JUUFBMODXQKSTD-UHFFFAOYSA-N
283456	DB06626	RITAVMQDGBJQJZ-FMIVXFBMSA-N
386283	DB06636	RSWOJTICKMKTER-QXLBVTBOSA-N
234569	DB06637	NUKYPUAOHBNCPY-UHFFFAOYSA-N
119680	DB06654	NEMGRZFTLSKBAP-LBPRGKRZSA-N
386393	DB06663	VMZMNAABQBOLAK-DBILLSOUSA-N
345867	DB06684	SGEGOXDYSFKCPT-UHFFFAOYSA-N
386423	DB06689	KGWDUNBJIMUFAP-KVVVOXFISA-N
147352	DB06691	YECBIJXISLIIDS-UHFFFAOYSA-N
387005	DB06694	HUCJFAOMUPXHDK-UHFFFAOYSA-N
386685	DB06695	KSGXQBZTULBEEQ-UHFFFAOYSA-N
386304	DB06696	MKKYBZZTJQGVCD-XTCKQBCOSA-N
208052	DB06697	SXYIRMFQILZOAM-HVNFFKDJSA-N
299590	DB06698	UUQMNUMQCIQDMZ-UHFFFAOYSA-N
61566	DB06699	MEUCPCLKGZSHTA-XYAYPHGZSA-N
199075	DB06700	KYYIDSXMWOZKMP-UHFFFAOYSA-N
204974	DB06701	DUGOZIWVEXMGBE-CHWSQXEVSA-N
386837	DB06702	DCCSDBARQIPTGU-HSZRJFAPSA-N
386686	DB06704	PDWUPXJEEYOOTR-UHFFFAOYSA-N
386424	DB06705	XGOSYNSWSRUASG-UHFFFAOYSA-H
386896	DB06706	XVQUOJBERHHONY-UHFFFAOYSA-N
386425	DB06707	GEFQWZLICWMTKF-CDUCUWFYSA-N
386575	DB06708	DYLGFOYVTXJFJP-MYYYXRDXSA-N
129190	DB06709	NZWOPGCLSHLLPA-UHFFFAOYSA-N
239381	DB06710	GCKMFJBGXUYNAG-HLXURNFRSA-N
386687	DB06711	CNIIGCLFLJGOGP-UHFFFAOYSA-N
362103	DB06712	FAIIFDPAEUKBEP-UHFFFAOYSA-N
386537	DB06713	ISHXLNHNDMZNMC-XUDSTZEESA-N
386576	DB06714	JCRIVQIOJSSCQD-UHFFFAOYSA-N
386722	DB06716	QVNNONOFASOXQV-UHFFFAOYSA-N
386838	DB06717	BARDROPHSZEBKC-OITMNORJSA-N
277168	DB06718	LKAJKIOFIWVMDJ-IYRCEVNGSA-N
386870	DB06725	WLHQHAUOOXYABV-UHFFFAOYSA-N
110204	DB06729	QWCJHSGMANYXCW-UHFFFAOYSA-N
386897	DB06730	SIGSPDASOTUPFS-XUDSTZEESA-N
248303	DB06736	MNIPYSSQXLZQLJ-UHFFFAOYSA-N
386871	DB06737	MUXFZBHBYYYLTH-UHFFFAOYSA-N
386284	DB06738	ALFGKMXHOUSVAD-UHFFFAOYSA-N
248439	DB06739	ZBVKEHDGYSLCCC-UHFFFAOYSA-N
280962	DB06742	JBDGDEWWOUBZPM-XYPYZODXSA-N
386305	DB06751	OMFNSKIUKYOYRG-MOSHPQCFSA-N
305426	DB06755	OENHQHLEOONYIE-JLTXGRSLSA-N
268803	DB06756	KWIUHFFTVRNATP-UHFFFAOYSA-N
386538	DB06757	WAEMQWOKJMHJLA-UHFFFAOYSA-N
244333	DB06762	IVVNZDGDKPTYHK-UHFFFAOYSA-N
386839	DB06764	BYJAVTDNIXVSPW-UHFFFAOYSA-N
386426	DB06766	MWTBKTRZPHJQLH-UHFFFAOYSA-N
386688	DB06769	YTKUWDBFDASYHO-UHFFFAOYSA-N
275514	DB06770	WVDDGKGOMKODPV-UHFFFAOYSA-N
386840	DB06771	QFFGVLORLPOAEC-SNVBAGLBSA-N
386539	DB06772	BMQGVNUXMIRLCK-OAGWZNDDSA-N
364298	DB06774	YKPUWZUDDOIDPM-SOFGYWHQSA-N
387006	DB06775	LCQLHJZYVOQKHU-VKHMYHEASA-N
386427	DB06777	RUDATBOHQWOJDD-BSWAIDMHSA-N
386899	DB06780	VPGRYOFKCNULNK-ACXQXYJUSA-N
386841	DB06781	WYQPLTPSGFELIB-JTQPXKBDSA-N
387007	DB06782	WQABCVAJNWAXTE-UHFFFAOYSA-N
386428	DB06784	YEEGWNXDUZONAA-RYDPDVNUSA-K
131973	DB06785	GJNXBNATEDXMAK-PFLSVRRQSA-N
210763	DB06786	MUQNGPZZQDCDFT-JNQJZLCISA-N
386429	DB06787	ZRYHPQCHHOKSMD-UHFFFAOYSA-N
386689	DB06788	BKEMVGVBBDMHKL-VYFXDUNUSA-N
386394	DB06789	DOMWKUIIPQCAJU-LJHIYBGHSA-N
386842	DB06791	PUDHBTGHUJUUFI-UHFFFAOYSA-N
183813	DB06795	TYMRLRRVMHJFTF-UHFFFAOYSA-N
387008	DB06796	CXFKOLCMCRBYPL-UHFFFAOYSA-L
386843	DB06800	JVLBPIPGETUEET-WIXLDOGYSA-O
387009	DB06802	QEFAQIPZVLVERP-UHFFFAOYSA-N
290390	DB06803	RJMUSRYZPJIFPJ-UHFFFAOYSA-N
87138	DB06804	FBWNMEQMRUMQSO-UHFFFAOYSA-N
274058	DB06809	YIQPUIGJQJDJOS-UHFFFAOYSA-N
386844	DB06813	OGSBUKJUDHAQEA-WMCAAGNKSA-N
685	DB06817	CZFFBEXEKNGXKS-UHFFFAOYSA-N
218506	DB06819	OBKXEAXTFZPCHS-UHFFFAOYSA-N
337421	DB06820	AFNXATANNDIXLG-UHFFFAOYSA-N
215644	DB06823	YTGJWQPHMWSCST-UHFFFAOYSA-N
386540	DB06824	VILCJCGEZXAXTO-UHFFFAOYSA-N
386690	DB06825	VXKHXGOKWPXYNA-PGBVPBMZSA-N
320811	DB07615	NZHGWWWHIYHZNX-CSKARUKUSA-N
164303	DB07776	VHBFFQKBGNRLFZ-UHFFFAOYSA-N
386872	DB08439	TZRHLKRLEZJVIJ-UHFFFAOYSA-N
260849	DB08604	XEFQLINVKFYRCS-UHFFFAOYSA-N
386430	DB08795	ODFHGIPNGIAMDK-NJBDSQKTSA-N
156864	DB08797	SKZKKFZAGNVIMN-UHFFFAOYSA-N
386577	DB08798	CYFLXLSBHQBMFT-UHFFFAOYSA-N
386898	DB08799	REYFJDPCWQRWAA-UHFFFAOYSA-N
386736	DB08800	ICKFFNBDFNZJSX-UHFFFAOYSA-N
386596	DB08801	MVMQESMQSYOVGV-UHFFFAOYSA-N
386597	DB08802	OQJBSDFFQWMKBQ-UHFFFAOYSA-N
386431	DB08804	JKWKMORAXJQQSR-MOPIKTETSA-N
372489	DB08806	SMTZFNFIKUPEJC-UHFFFAOYSA-N
305430	DB08807	UUOJIACWOAYWEZ-UHFFFAOYSA-N
386449	DB08808	HQIRNZOQPUAHHV-UHFFFAOYSA-N
386578	DB08809	JXTHNDFMNIQAHM-UHFFFAOYSA-N
386432	DB08810	ZDLBNXXKDMLZMF-UHFFFAOYSA-N
386723	DB08811	RUJBDQSFYCKFAA-UHFFFAOYSA-N
386738	DB08814	RMWVZGDJPAKBDE-UHFFFAOYSA-N
387010	DB08815	PQXKDMSYBGKCJA-CVTJIBDQSA-N
230811	DB08816	OEKWJQXRCDYSHL-FNOIDJSQSA-N
386395	DB08818	KIUKXJAPPMFGSW-MNSSHETKSA-N
386845	DB08819	WSNODXPBBALQOF-VEJSHDCNSA-N
45354	DB08820	PURKAOJPTOLRMP-UHFFFAOYSA-N
386846	DB08822	QJFSABGVXDWMIW-UHFFFAOYSA-N
386285	DB08824	HXWLAJVUJSVENX-HFIFKADTSA-N
314563	DB08826	TZXKOCQBRNJULO-UHFFFAOYSA-N
229074	DB08827	MBBCVAKAJPKAKM-UHFFFAOYSA-N
65739	DB08828	BPQMGSKTAYIVFO-UHFFFAOYSA-N
386579	DB08834	BHTRKEVKTKCXOH-LBSADWJPSA-N
386433	DB08835	GUCKKCMJTSNWCU-BQBZGAKWSA-N
386873	DB08842	RDHQFKQIGNGIED-MRVPVSSYSA-N
386286	DB08847	PMMYEEVYMWASQN-DMTCNVIQSA-N
386450	DB08860	VGYFMXBACGZSIL-MCBHFWOFSA-N
99209	DB08864	YIBOMRUWOWDFLG-ONEGZZNKSA-N
22928	DB08865	KTEIFNKAUNYNJU-GFCCVEGCSA-N
387011	DB08867	HKDLNTKNLJPAIY-WKWWZUSTSA-N
7334	DB08868	KKGQTZUTZRNORY-UHFFFAOYSA-N
387012	DB08869	LAJJBLZKAIOLRM-YHAVXTEWSA-N
386396	DB08871	UFNVPOGXISZXJD-WVMZDRIUSA-N
386397	DB08872	TZDUHAJSIBHXDL-UHFFFAOYSA-N
364581	DB08873	LHHCSNFAOIFYRV-DOVBMPENSA-N
